text,label,sentiment,processed_text
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
i bought this product yesterday.,2,neutral,bought product yesterday
it arrived on time.,2,neutral,arrived time
the package was standard.,2,neutral,package standard
i have no strong opinion about this.,2,neutral,strong opinion
"it works fine, nothing special.",2,neutral,work fine nothing special
it is okay.,2,neutral,okay
normal delivery speed.,2,neutral,normal delivery speed
i received the item.,2,neutral,received item
it does what it says.,2,neutral,say
standard quality.,2,neutral,standard quality
